  5.000000387072661E-002  5.000000062504636E-002  2.000000000000000E-004
  4.824217486536108E-002  4.694437973709829E-002  2.000000000000000E-004
  5.507255581955858E-002  4.181362270544826E-002  2.000000000000000E-004
  5.289004528130617E-002  4.829884192330215E-002  2.000000000000000E-004
  5.395156213982584E-002  4.309166765155446E-002  2.000000000000000E-004
  5.238062487581451E-002  4.750238689786995E-002  2.000000000000000E-004
  5.068661231737619E-002  4.941940150484268E-002  2.000000000000000E-004
  4.932070475774224E-002  4.302320273044535E-002  2.000000000000000E-004
  5.285648236281378E-002  5.092252949953686E-002  2.000000000000000E-004
  5.742514128906746E-002  5.522953835005775E-002  2.000000000000000E-004
  5.034696223845110E-002  5.020526586078695E-002  2.000000000000000E-004
  5.500206531559749E-002  4.750852842525007E-002  2.000000000000000E-004
  5.064317311852722E-002  4.960190326585232E-002  2.000000000000000E-004
  4.940483234494268E-002  4.930078138310780E-002  2.000000000000000E-004
  5.617329294343935E-002  5.587627723107750E-002  2.000000000000000E-004
  5.175613564249527E-002  4.021052443359948E-002  2.000000000000000E-004
  5.009488456367891E-002  5.017224467915448E-002  2.000000000000000E-004
  5.023076544690254E-002  4.005524388450036E-002  2.000000000000000E-004
  4.882386930560492E-002  4.816479626152219E-002  2.000000000000000E-004
  4.465205070309795E-002  5.067343987219483E-002  2.000000000000000E-004
  5.828544661094866E-002  5.133471948238270E-002  2.000000000000000E-004
  4.150845314594883E-002  4.492245201925356E-002  2.000000000000000E-004
  4.278580039416973E-002  5.260665346763735E-002  2.000000000000000E-004
  5.195915995382594E-002  4.318080377699577E-002  2.000000000000000E-004
  5.112425714915698E-002  5.424051103948015E-002  2.000000000000000E-004
  4.630728043525081E-002  4.368998245793118E-002  2.000000000000000E-004
  5.173100933721970E-002  5.701018692418447E-002  2.000000000000000E-004
  4.974870968493604E-002  5.307225555325431E-002  2.000000000000000E-004
  4.284224571099317E-002  4.768451546902459E-002  2.000000000000000E-004
  4.567087792577090E-002  4.533090586520912E-002  2.000000000000000E-004
  4.513579614441499E-002  5.090589891369451E-002  2.000000000000000E-004
  4.880418275727722E-002  4.973351798105206E-002  2.000000000000000E-004
  5.190222708916813E-002  4.961111754597594E-002  2.000000000000000E-004
  5.585621540239710E-002  5.065112556091880E-002  2.000000000000000E-004
  4.703122468821549E-002  4.896679670620899E-002  2.000000000000000E-004
  5.672481830553885E-002  5.071606190124241E-002  2.000000000000000E-004
  4.742328765401004E-002  5.064642147553040E-002  2.000000000000000E-004
  5.110423431190095E-002  5.830138074701390E-002  2.000000000000000E-004
  5.598256370139539E-002  5.175672663585773E-002  2.000000000000000E-004
  5.191644647959363E-002  4.513138522234388E-002  2.000000000000000E-004
  5.258187938669220E-002  4.791624687503016E-002  2.000000000000000E-004
  4.982482422764407E-002  4.297403111962632E-002  2.000000000000000E-004
  4.877049498678015E-002  4.771961517877631E-002  2.000000000000000E-004
  5.601830736491491E-002  4.741560149034561E-002  2.000000000000000E-004
  4.028759663500098E-002  4.994188803477690E-002  2.000000000000000E-004
  4.824077372570007E-002  5.392147826036575E-002  2.000000000000000E-004
  5.295110222929392E-002  5.526635235774717E-002  2.000000000000000E-004
  4.096579980416626E-002  4.794689176029475E-002  2.000000000000000E-004
  4.506266645994908E-002  4.786818301110502E-002  2.000000000000000E-004
  4.631317803293115E-002  5.027637889678559E-002  2.000000000000000E-004
  4.846166503227776E-002  4.884064955125333E-002  2.000000000000000E-004
  4.367154486385466E-002  5.088927749104710E-002  2.000000000000000E-004
  4.603179133854926E-002  4.367592066155570E-002  2.000000000000000E-004
  5.748266018011054E-002  4.375121127667048E-002  2.000000000000000E-004
  5.776264703139267E-002  4.890887740992422E-002  2.000000000000000E-004
  4.772444880710651E-002  5.602505005472165E-002  2.000000000000000E-004
  4.950364408595338E-002  5.232453380086903E-002  2.000000000000000E-004
  5.175319449307091E-002  5.922874180093164E-002  2.000000000000000E-004
  4.354303563785815E-002  4.798713719886737E-002  2.000000000000000E-004
  5.120510810235991E-002  5.226466223655650E-002  2.000000000000000E-004
  5.565249474735753E-002  4.373445285533303E-002  2.000000000000000E-004
  4.644791423522889E-002  4.714069787443392E-002  2.000000000000000E-004
  5.231655980703816E-002  5.585897838858703E-002  2.000000000000000E-004
  4.975681803619736E-002  4.912773154528605E-002  2.000000000000000E-004
  4.928862553806544E-002  5.246617284412659E-002  2.000000000000000E-004
  5.213350406349541E-002  5.313132708621516E-002  2.000000000000000E-004
  5.844310798258041E-002  4.796880462977342E-002  2.000000000000000E-004
  4.911162998681558E-002  4.833115205862818E-002  2.000000000000000E-004
  5.195225456094694E-002  4.950133329711254E-002  2.000000000000000E-004
  4.949564482235509E-002  4.400483347544716E-002  2.000000000000000E-004
  4.442823031943671E-002  5.736277731949533E-002  2.000000000000000E-004
  5.143614057313774E-002  4.032691958261013E-002  2.000000000000000E-004
  5.235784845740736E-002  5.518142045765098E-002  2.000000000000000E-004
  5.230308596564715E-002  4.410739653766528E-002  2.000000000000000E-004
  4.874197071745565E-002  4.909906479280375E-002  2.000000000000000E-004
  4.528624396583381E-002  5.460094067585665E-002  2.000000000000000E-004
  4.214709404548373E-002  4.772765132332769E-002  2.000000000000000E-004
  5.886138036774020E-002  4.576304159397235E-002  2.000000000000000E-004
  5.765742238751497E-002  5.270551249195747E-002  2.000000000000000E-004
  4.863453117717022E-002  4.852174095874572E-002  2.000000000000000E-004
  5.054163774618703E-002  5.089944581733317E-002  2.000000000000000E-004
  5.131584994081348E-002  5.501595168517834E-002  2.000000000000000E-004
  5.242305901243029E-002  5.113018569400192E-002  2.000000000000000E-004
  5.006935097047960E-002  4.980867878752724E-002  2.000000000000000E-004
  5.504696109220276E-002  4.804034232246340E-002  2.000000000000000E-004
  4.303777611905157E-002  4.819116913047523E-002  2.000000000000000E-004
  5.746861563259243E-002  5.207355876187605E-002  2.000000000000000E-004
  4.811260496886977E-002  4.833828310246693E-002  2.000000000000000E-004
  5.062900096694461E-002  5.351934881381237E-002  2.000000000000000E-004
  5.261958846929355E-002  5.872555473441117E-002  2.000000000000000E-004
  5.635504586928031E-002  4.286828193424089E-002  2.000000000000000E-004
  5.049821813848798E-002  5.691614716685259E-002  2.000000000000000E-004
  5.314593341135419E-002  4.789173935008041E-002  2.000000000000000E-004
  4.624755798334490E-002  4.895778231541282E-002  2.000000000000000E-004
  5.594983182868828E-002  4.583927594003914E-002  2.000000000000000E-004
  5.187795825137023E-002  5.271945151419120E-002  2.000000000000000E-004
  4.388078703398488E-002  4.438801294813179E-002  2.000000000000000E-004
  5.754322424189891E-002  5.249443179997357E-002  2.000000000000000E-004
  4.407016917903383E-002  4.558839064949333E-002  2.000000000000000E-004
  5.246380866152772E-002  5.913557498717580E-002  2.000000000000000E-004
  4.118050500983232E-002  5.119599410267546E-002  2.000000000000000E-004
  5.248294348466219E-002  4.769004194544813E-002  2.000000000000000E-004
  4.355067581024003E-002  4.984681052194752E-002  2.000000000000000E-004
  4.426984177192680E-002  4.774065917967829E-002  2.000000000000000E-004
  5.216566797235492E-002  4.770999236973130E-002  2.000000000000000E-004
  5.141608733592007E-002  5.154539235386647E-002  2.000000000000000E-004
  4.900048756662986E-002  4.760615166778528E-002  2.000000000000000E-004
  5.140106755126697E-002  4.804306636218454E-002  2.000000000000000E-004
  5.367316668426229E-002  5.566647099518331E-002  2.000000000000000E-004
  4.737675484419155E-002  4.771116461264135E-002  2.000000000000000E-004
  5.116851166336765E-002  4.599860627979263E-002  2.000000000000000E-004
  4.614260836253915E-002  4.888948004224795E-002  2.000000000000000E-004
  5.038406682587514E-002  4.659706707877877E-002  2.000000000000000E-004
  5.014498058824748E-002  4.797679279069977E-002  2.000000000000000E-004
  4.486533981094644E-002  5.151875936620109E-002  2.000000000000000E-004
  5.003211012847980E-002  4.801056099565045E-002  2.000000000000000E-004
  5.086292285028915E-002  5.279907699006928E-002  2.000000000000000E-004
  4.695322852881919E-002  5.556068530412601E-002  2.000000000000000E-004
  4.314608002237443E-002  5.339154557284907E-002  2.000000000000000E-004
