  0.000000000000000E+000  1.444858626917819E-002 -2.381999109818209E-004
  5.000000000000000E-003  1.444502129672705E-002 -7.145409606817755E-004
  1.000000000000000E-002  1.443789223139957E-002 -1.190705708094220E-003
  1.500000000000000E-002  1.442720083220317E-002 -1.666576666686293E-003
  2.000000000000000E-002  1.441294973708339E-002 -2.142036422427687E-003
  2.500000000000000E-002  1.439514246228220E-002 -2.616967662728727E-003
  3.000000000000000E-002  1.437378340147653E-002 -3.091253205422843E-003
  3.500000000000000E-002  1.434887782469999E-002 -3.564776027641229E-003
  4.000000000000000E-002  1.432043187702659E-002 -4.037419294716509E-003
  4.500000000000000E-002  1.428845257706396E-002 -4.509066388990563E-003
  5.000000000000000E-002  1.425294781523568E-002 -4.979600938608510E-003
  5.500000000000000E-002  1.421392635181913E-002 -5.448906846203330E-003
  6.000000000000000E-002  1.417139781474491E-002 -5.916868317566466E-003
  6.500000000000000E-002  1.412537269729962E-002 -6.383369890206556E-003
  7.000000000000001E-002  1.407586235551240E-002 -6.848296461845213E-003
  7.500000000000000E-002  1.402287900533481E-002 -7.311533318806880E-003
  8.000000000000000E-002  1.396643571956841E-002 -7.772966164319686E-003
  8.500000000000001E-002  1.390654642475696E-002 -8.232481146754926E-003
  9.000000000000000E-002  1.384322589770220E-002 -8.689964887642688E-003
  9.500000000000000E-002  1.377648976182910E-002 -9.145304509737023E-003
  0.100000000000000       1.370635448326702E-002 -9.598387664785196E-003
  0.105000000000000       1.363283736679451E-002 -1.004910256128243E-002
  0.110000000000000       1.355595655169356E-002 -1.049733799211283E-002
  0.115000000000000       1.347573100718116E-002 -1.094298336184838E-002
  0.120000000000000       1.339218052767083E-002 -1.138592871418771E-002
  0.125000000000000       1.330532572798252E-002 -1.182606475899532E-002
  0.130000000000000       1.321518803824817E-002 -1.226328289927485E-002
  0.135000000000000       1.312178969863377E-002 -1.269747525802237E-002
  0.140000000000000       1.302515375379591E-002 -1.312853470472766E-002
  0.145000000000000       1.292530404716836E-002 -1.355635488194399E-002
  0.150000000000000       1.282226521516734E-002 -1.398083023141949E-002
  0.155000000000000       1.271606268108050E-002 -1.440185602024703E-002
  0.160000000000000       1.260672264875393E-002 -1.481932836658896E-002
  0.165000000000000       1.249427209623823E-002 -1.523314426541567E-002
  0.170000000000000       1.237873876908470E-002 -1.564320161384935E-002
  0.175000000000000       1.226015117338652E-002 -1.604939923633268E-002
  0.180000000000000       1.213853856880939E-002 -1.645163690973448E-002
  0.185000000000000       1.201393096145274E-002 -1.684981538787687E-002
  0.190000000000000       1.188635909640951E-002 -1.724383642623314E-002
  0.195000000000000       1.175585445014868E-002 -1.763360280595175E-002
  0.200000000000000       1.162244922273012E-002 -1.801901835804826E-002
  0.205000000000000       1.148617632985979E-002 -1.839998798697006E-002
  0.210000000000000       1.134706939481678E-002 -1.877641769419217E-002
  0.215000000000000       1.120516274017856E-002 -1.914821460130701E-002
  0.220000000000000       1.106049137932375E-002 -1.951528697300171E-002
  0.225000000000000       1.091309100774696E-002 -1.987754423964096E-002
  0.230000000000000       1.076299799428242E-002 -2.023489701965917E-002
  0.235000000000000       1.061024937212329E-002 -2.058725714163471E-002
  0.240000000000000       1.045488282963301E-002 -2.093453766591606E-002
  0.245000000000000       1.029693670121348E-002 -2.127665290632443E-002
  0.250000000000000       1.013644995776764E-002 -2.161351845099521E-002
  0.255000000000000       9.973462196941552E-003 -2.194505118338560E-002
  0.260000000000000       9.808013633589236E-003 -2.227116930281880E-002
  0.265000000000000       9.640145089689345E-003 -2.259179234442626E-002
  0.270000000000000       9.469897984230742E-003 -2.290684119933768E-002
  0.275000000000000       9.297314323139381E-003 -2.321623813393246E-002
  0.280000000000000       9.122436688820375E-003 -2.351990680914540E-002
  0.285000000000000       8.945308229711046E-003 -2.381777229930729E-002
  0.290000000000000       8.765972649662515E-003 -2.410976111054556E-002
  0.295000000000000       8.584474197081032E-003 -2.439580119900490E-002
  0.300000000000000       8.400857653963034E-003 -2.467582198853586E-002
  0.305000000000000       8.215168324900903E-003 -2.494975438823892E-002
  0.310000000000000       8.027452025936977E-003 -2.521753080934507E-002
  0.315000000000000       7.837755073285217E-003 -2.547908518211157E-002
  0.320000000000000       7.646124271878710E-003 -2.573435297181854E-002
  0.325000000000000       7.452606903769333E-003 -2.598327119504988E-002
  0.330000000000000       7.257250716387144E-003 -2.622577843486485E-002
  0.335000000000000       7.060103910899497E-003 -2.646181485630402E-002
  0.340000000000000       6.861215130442912E-003 -2.669132222090885E-002
  0.345000000000000       6.660633447892447E-003 -2.691424390112871E-002
  0.350000000000000       6.458408353727329E-003 -2.713052489440966E-002
  0.355000000000000       6.254589743966194E-003 -2.734011183659392E-002
  0.360000000000000       6.049227907769533E-003 -2.754295301528992E-002
  0.365000000000000       5.842373515020156E-003 -2.773899838241926E-002
  0.370000000000000       5.634077603970175E-003 -2.792819956681621E-002
  0.375000000000000       5.424391568604083E-003 -2.811050988586327E-002
  0.380000000000000       5.213367145846286E-003 -2.828588435723355E-002
  0.385000000000000       5.001056402789836E-003 -2.845427970990354E-002
  0.390000000000000       4.787511723831107E-003 -2.861565439476887E-002
  0.395000000000000       4.572785798008629E-003 -2.876996859516437E-002
  0.400000000000000       4.356931605799823E-003 -2.891718423624992E-002
  0.405000000000000       4.140002405843533E-003 -2.905726499480565E-002
  0.410000000000000       3.922051722163697E-003 -2.919017630805928E-002
  0.415000000000000       3.703133330916244E-003 -2.931588538205864E-002
  0.420000000000000       3.483301246985638E-003 -2.943436120005227E-002
