    10.170905965     1.183003880     0.895664132
    12.185559835     0.987803965     0.941004707
    13.045347334     1.322593828     1.041428463
    19.028511601     0.815829162     0.876330753
    18.945430399     1.040533726     0.953113330
     0.785439175    -0.043729993     0.026114526
    11.896837084     0.722266823     0.894718293
     0.508055539    -0.029370697    -0.053148230
    19.655821325    -0.310696302     0.895793457
    18.944552809     0.722127776     0.917556955
    13.795916029     0.488256812     0.941372938
    12.962648202     1.005263604     0.974240126
    10.934006974     1.553620795     0.994503404
    14.048265466     0.633058725     0.954506316
    12.975952543     0.954770470     0.955621269
    18.750786021     0.856344842     0.922170167
    18.029710984     1.276618267     0.945069208
    19.095166129     1.034524761     1.022618698
     0.530031299     0.157743221    -0.024865961
    24.844806639     0.221186491     0.934101875
    23.629655999     1.199775980     0.969095104
    12.296419071     1.214068436     0.959582575
    18.120055273     1.123606213     0.915338159
    18.416675119     1.196762940     0.953859634
     0.507685742     0.158248602    -0.048900281
    18.298934509     1.252442374     0.932058385
    23.430133460     1.377707709     0.980075923
    17.702373435     1.151085238     0.904821793
    18.660131490     1.270011502     0.974453356
    24.268853176     0.904823164     0.966016578
    13.349566869     0.286109955     0.844546973
    13.799681585     0.330559049     0.903523328
    13.485982103     0.677719955     0.930451870
    18.668893422     0.959673447     0.902967449
    19.065436822     1.243652504     0.982258331
     0.480500524     0.217230907    -0.029315991
     0.472518668     0.247623958     0.018190132
    18.148300054     1.431109409     0.976173601
    22.787255228     1.160071746     0.963485190
     1.924264154    -0.174026862     0.361101265
    24.117362742     1.108048681     0.977072732
    12.849026788     1.212869521     1.004157532
    18.293339849     0.963469141     0.877757209
    24.145670492     0.721541423     0.944609535
    13.086817915     0.940685775     0.983472795
    19.485327503     1.071551557     0.992224212
    23.791621819     1.658142648     1.015813733
    23.747676201     0.940678064     0.956085270
     0.468757267     0.251902827     0.037064538
    22.831077433     1.373864869     0.976040728
     0.691818694     0.021538469     0.034439172
     0.580065286     0.035464783    -0.049666271
     0.792489159     0.035484531     0.010070121
    22.431262986     1.127905285     0.954888766
    23.224649775     1.199882796     0.958461315
     0.641258220     0.007525729    -0.024335600
    12.501953991     0.913952714     0.904835106
    13.784891001     0.772637327     0.994787363
    22.808217331    -0.211839998     0.940253805
    13.969854640     0.759756676     1.015720654
    17.889864651    -1.234293836     0.992281524
    21.087607140     0.223508229     0.909322519
     0.898900407     0.070349949     0.123330937
     0.745284829     0.040583024     0.021892455
    18.161007105     1.511109141     1.006957909
     0.618964181     0.194266111     0.159045682
     1.022273151     0.021224778     0.078632721
    12.741962118     1.191635822     1.011630528
    17.147920445    -0.685046983     0.958601377
    18.987892978     1.387028281     1.029139771
    18.949680068     0.561190672     0.869832993
    11.169314101     1.242540383     0.893818040
     0.543605646     0.190933022     0.034688606
    13.871076348     0.164371181     0.867942241
    12.003353257     0.814469396     0.897153485
     9.419719275     0.760203840     0.869026286
