     0.499876640     0.007852690     0.218115374   -20.434689158
     0.499383322     0.023550320  -354.105776398   242.265418690
     0.498397173     0.039224708   -25.505937511   -13.067663806
     0.496919166     0.054860387   -18.548250849   -12.912942789
     0.494950760     0.070441925    -7.542907933    -0.676006460
     0.492493898     0.085953945    -4.780910716    -4.091571346
     0.489551003     0.101381139    -9.768698126    -4.345304705
     0.486124981     0.116708282    -4.741736498    -1.839819063
     0.482219212     0.131920248     2.334533104    -1.381421869
     0.477837550     0.147002025    -2.691619637     0.794977605
     0.472984321     0.161938729    -8.394145271    -6.440993054
     0.467664314     0.176715618   -11.385408995    -0.824969207
     0.461882778     0.191318111    -4.537743020    -3.955046488
     0.455645420     0.205731796    -1.956854606    -6.770843114
     0.448958394     0.219942448    -4.250051595    -2.506516930
     0.441828301     0.233936043    -6.103551897    -3.049327361
     0.434262177     0.247698772    -5.573700114     0.221051132
     0.426267488     0.261217053    -3.863932375    -3.786354984
     0.417852125     0.274477543    -4.752153240    -5.476151705
     0.409024392     0.287467158    -4.025646115    -4.245065422
     0.399793002     0.300173076    -6.708077273    -7.683455885
     0.390167064     0.312582761    -0.319137474    -6.008957588
     0.380156078     0.324683964    -2.542300782    -0.206379394
     0.369769924     0.336464743     1.352168748    -3.708662416
     0.359018852     0.347913472     2.968267587    -5.967671333
     0.347913472     0.359018852     1.353200423     1.069057421
     0.336464743     0.369769924    -0.554875808    -0.146911353
     0.324683964     0.380156078     2.430497565    -2.977708946
     0.312582761     0.390167064     1.722652511     1.707817684
     0.300173076     0.399793002    -3.833857389     1.416167042
     0.287467158     0.409024392     0.089807012     0.927571516
     0.274477543     0.417852125    -1.536119897     7.200261292
     0.261217053     0.426267488     1.495414585    -3.704039500
     0.247698772     0.434262177     1.614044950    -8.270694498
     0.233936043     0.441828301    -7.876046995     7.672872026
     0.219942448     0.448958394     2.271260400     6.964087965
     0.205731796     0.455645420     1.495159762     2.746715247
     0.191318111     0.461882778     6.757991592     5.171938244
     0.176715618     0.467664314     1.431664612     3.552584710
     0.161938729     0.472984321    -2.904903945    -3.797417305
     0.147002025     0.477837550   -38.381042183   -48.939104000
     0.131920248     0.482219212     6.416840526     0.635862127
     0.116708282     0.486124981    -0.057269868     9.411722194
     0.101381139     0.489551003     6.793561319     4.250804361
     0.085953945     0.492493898     6.431073284     2.549930060
     0.070441925     0.494950760     5.033009732     2.430558866
